YearOfObservation,Insured_Period,Residential,Building_Painted,Building_Fenced,Garden,Settlement,Building Dimension,NumberOfWindows,Claim,Building_Age,Geo_Code_13201,Geo_Code_13204,Geo_Code_13205,Geo_Code_13206,Geo_Code_13207,Geo_Code_21231,Geo_Code_31555,Geo_Code_33063,Geo_Code_34172,Geo_Code_38185,Geo_Code_42218,Geo_Code_54395,Geo_Code_6083,Geo_Code_6088,Geo_Code_63113,Geo_Code_75116,Geo_Code_83137,Geo_Code_92004,Geo_Code_OTHER,Building_Type_2,Building_Type_3,Building_Type_4,Log_Building_Dimension,Protection_Score
2014,0.084931507,0,1,0,0,0,1300.0,3.0,0,44.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,7.170888478512505,1
2014,1.0,0,1,0,0,0,2900.0,4.0,1,34.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,7.972810784121404,1
2014,1.0,0,0,1,1,1,1300.0,4.0,0,26.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,7.170888478512505,2
2013,1.0,0,0,1,1,1,1300.0,4.0,0,25.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,7.170888478512505,2
2015,1.0,0,0,1,1,1,1300.0,4.0,0,27.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,7.170888478512505,2
2012,1.0,0,0,1,1,1,1592.0,4.0,0,32.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,7.373374309910049,2
2013,1.0,0,0,1,1,1,1592.0,4.0,0,33.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,7.373374309910049,2
2014,1.0,0,1,0,0,0,450.0,4.0,0,34.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,6.111467339502679,1
2016,1.0,0,0,1,1,1,480.0,4.0,0,46.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,6.175867270105761,2
2015,1.0,1,1,0,0,0,487.0,3.0,0,35.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,6.1903154058531475,1
2015,1.0,0,1,0,0,0,1550.0,4.0,1,43.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,7.346655163176539,1
2016,0.99726776,0,1,0,0,0,1550.0,4.0,0,44.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,7.346655163176539,1
2014,1.0,1,1,0,0,0,650.0,2.0,1,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,6.478509642208569,1
2015,1.0,1,1,0,0,0,650.0,2.0,0,5.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,6.478509642208569,1
2014,1.0,0,1,0,0,0,2600.0,6.0,1,43.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,7.8636512654486515,1
2013,1.0,0,0,1,1,1,1314.0,4.0,1,25.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,7.181591944611865,2
2013,1.0,0,1,1,1,1,2960.0,4.0,0,25.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,7.993282328101591,3
2015,1.0,0,1,1,1,1,2960.0,4.0,0,27.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,7.993282328101591,3
2015,1.0,0,1,1,1,1,1386.0,4.0,0,27.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,7.234898420314831,3
2012,1.0,0,1,1,1,1,1100.0,4.0,0,24.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,7.00397413672268,3
2013,1.0,0,1,1,1,1,1100.0,4.0,1,25.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,7.00397413672268,3
2014,1.0,0,1,0,0,0,680.0,3.0,0,19.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,6.523562306149512,1
2015,0.857534247,0,1,1,1,1,3325.0,4.0,0,27.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,8.109525659752872,3
2013,1.0,0,1,1,1,1,1254.0,4.0,1,53.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,7.134890851565884,3
2012,1.0,0,1,1,1,1,1000.0,4.0,0,24.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,6.90875477931522,3
2015,1.0,0,1,1,1,1,1842.0,4.0,0,27.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,7.519149957669823,3
2015,0.295890411,0,1,1,1,1,300.0,4.0,0,35.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,5.707110264748875,3
2013,1.0,0,1,1,1,1,1113.0,4.0,0,25.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,7.01571242048723,3
2013,1.0,0,1,0,0,0,310.0,3.0,0,113.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,5.739792912179234,1
2016,0.99726776,0,0,1,1,1,736.0,4.0,0,56.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,6.602587892189336,2
2013,1.0,0,1,0,0,0,2050.0,5.0,0,6.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,7.62608275807238,1
2014,1.0,0,1,0,0,0,2050.0,5.0,0,7.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,7.62608275807238,1
2013,1.0,1,1,0,0,0,1262.0,3.0,0,7.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,7.141245122350491,1
2012,1.0,0,1,1,1,1,470.0,4.0,0,52.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,6.154858094016418,3
2014,1.0,0,1,1,1,1,2400.0,4.0,0,34.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,7.783640596221253,3
2012,1.0,0,1,0,0,0,6510.0,7.0,1,24.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,8.781248333236862,1
2014,1.0,0,1,1,1,1,320.0,4.0,0,54.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,5.771441123130016,3
2012,1.0,0,1,0,0,0,425.0,3.0,0,32.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,6.054439346269371,1
2012,1.0,0,1,1,1,1,1500.0,4.0,0,24.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,7.313886831633462,3
2013,1.0,0,1,1,1,1,900.0,4.0,0,25.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,6.803505257608338,3
2012,1.0,0,0,1,1,1,600.0,4.0,0,24.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,6.398594934535208,2
2016,0.99726776,0,0,1,1,1,2000.0,4.0,0,28.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,7.601402334583733,2
2012,1.0,0,0,1,1,1,1000.0,4.0,0,24.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,6.90875477931522,2
2013,1.0,0,0,1,1,1,1000.0,4.0,0,25.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,6.90875477931522,2
2016,0.99726776,0,0,1,1,1,1000.0,4.0,0,28.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,6.90875477931522,2
2016,1.0,0,1,1,1,1,1650.0,4.0,0,36.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,7.409136443920128,3
2012,1.0,0,1,1,1,1,850.0,4.0,0,32.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,6.7464121285733745,3
2015,1.0,0,1,1,1,1,850.0,4.0,0,35.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,6.7464121285733745,3
2016,0.99726776,0,1,1,1,1,2600.0,4.0,0,28.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,7.8636512654486515,3
2013,1.0,0,0,1,1,1,3500.0,4.0,1,25.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,8.160803920954665,2
2014,1.0,0,0,1,1,1,260.0,4.0,0,26.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,5.564520407322694,2
2015,1.0,0,1,0,0,0,530.0,4.0,0,16.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,6.274762021241939,1
2013,1.0,0,1,0,0,0,4700.0,5.0,1,44.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,8.45553053102413,1
2015,1.0,1,0,1,1,1,838.0,4.0,0,55.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,6.732210706467206,2
2013,1.0,0,0,1,1,1,1728.0,4.0,0,25.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,7.455298485683291,2
2013,1.0,0,1,1,1,1,1024.0,4.0,0,53.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,6.932447891572509,3
2015,1.0,0,1,0,0,0,1440.0,5.0,0,30.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,7.273092595999522,1
2012,1.0,0,1,1,1,1,300.0,4.0,0,32.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,5.707110264748875,3
2012,0.0,0,1,1,1,1,1700.0,4.0,0,32.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,7.438971592395862,3
2016,0.0,0,1,1,1,1,1700.0,4.0,0,36.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,7.438971592395862,3
2015,1.0,0,1,0,0,0,3688.0,4.0,1,35.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,8.213110697596676,1
2013,1.0,0,1,0,0,0,900.0,5.0,0,43.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,6.803505257608338,1
2013,1.0,0,1,1,1,1,3000.0,4.0,0,33.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,8.006700845440367,3
2013,1.0,0,1,0,0,0,1170.0,5.0,0,41.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,7.065613363597717,1
2016,0.99726776,0,1,0,0,0,2976.0,9.0,0,51.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,7.998671361015776,1
2013,1.0,0,1,1,1,1,4101.0,4.0,0,25.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,8.319229938632326,3
2014,1.0,0,1,0,0,0,800.0,4.0,0,64.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,6.68586094706836,1
2016,0.99726776,0,1,0,0,0,3100.0,6.0,0,35.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,8.03947991910045,1
2016,0.99726776,0,1,0,0,0,320.0,3.0,0,45.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,5.771441123130016,1
2016,0.781420765,0,1,0,0,0,2490.0,6.0,1,44.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,7.820439515262181,1
2016,0.99726776,0,1,0,0,0,1670.0,5.0,0,41.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,7.421177528595393,1
2013,1.0,0,1,1,1,1,900.0,4.0,0,43.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,6.803505257608338,3
2012,1.0,0,1,0,0,0,460.0,5.0,0,72.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,6.133398042996649,1
2016,0.99726776,0,1,0,0,0,3500.0,4.0,0,116.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,8.160803920954665,1
2014,1.0,0,0,1,1,1,14.0,4.0,0,26.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,2.70805020110221,2
2014,0.915068493,0,0,1,1,1,9570.0,4.0,0,44.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,9.166492972195906,2
2012,1.0,0,1,0,0,0,1200.0,4.0,0,15.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,7.0909098220799835,1
2013,1.0,0,0,1,1,1,10.0,4.0,0,25.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,2.3978952727983707,2
2012,1.0,0,1,0,0,0,570.0,3.0,0,24.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,6.3473892096560105,1
2016,0.99726776,0,1,0,0,0,3522.0,4.0,0,13.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,8.167068178341237,1
2013,1.0,0,1,0,0,0,650.0,4.0,0,23.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,6.478509642208569,1
2015,0.98630137,0,1,0,0,0,650.0,4.0,0,25.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,6.478509642208569,1
2013,1.0,1,1,0,0,0,4112.0,7.0,1,48.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,8.321907968230423,1
2014,1.0,0,1,0,0,0,4112.0,5.0,0,54.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,8.321907968230423,1
2016,0.99726776,0,1,0,0,0,1470.0,6.0,0,46.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,7.293697720601438,1
2015,1.0,0,0,1,1,1,600.0,4.0,0,55.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,6.398594934535208,2
2016,0.99726776,0,0,1,1,1,600.0,4.0,1,56.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,6.398594934535208,2
2013,1.0,1,0,1,1,1,380.0,4.0,0,53.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,5.942799375126701,2
2013,0.084931507,0,0,1,1,1,460.0,4.0,0,53.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,6.133398042996649,2
2012,1.0,0,0,1,1,1,5419.0,4.0,1,24.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,8.597851094433691,2
2016,1.0,0,0,1,1,1,5419.0,4.0,1,28.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,8.597851094433691,2
2012,1.0,1,1,0,0,0,2800.0,8.0,1,72.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,7.937731775260109,1
2015,1.0,1,1,0,0,0,2800.0,8.0,0,75.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,7.937731775260109,1
2016,0.99726776,1,1,0,0,0,2800.0,8.0,0,76.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,7.937731775260109,1
2012,1.0,1,1,0,0,0,450.0,4.0,0,92.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,6.111467339502679,1
2014,1.0,1,1,0,0,0,1380.0,5.0,0,54.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,7.2305631534092925,1
2012,1.0,0,1,0,0,0,428.0,4.0,0,82.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,6.061456918928017,1
2015,1.0,1,1,0,0,0,1000.0,6.0,0,75.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,6.90875477931522,1
2012,1.0,1,1,0,0,0,1100.0,7.0,0,92.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,7.00397413672268,1
2015,0.161643836,1,1,0,0,0,520.0,5.0,0,42.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,6.255750041753367,1
2013,1.0,1,1,0,0,0,300.0,3.0,1,93.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,5.707110264748875,1
2015,1.0,1,1,0,0,0,300.0,3.0,0,95.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,5.707110264748875,1
2016,1.0,1,1,0,0,0,300.0,3.0,0,96.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,5.707110264748875,1
2012,1.0,1,1,0,0,0,3250.0,8.0,1,21.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,8.086717920303906,1
2013,1.0,1,1,0,0,0,1000.0,5.0,0,39.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,6.90875477931522,1
2012,1.0,1,1,0,0,0,660.0,5.0,1,92.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,6.493753839851686,1
2015,1.0,1,1,0,0,0,300.0,4.0,0,95.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,5.707110264748875,1
2012,1.0,1,1,0,0,0,550.0,5.0,0,82.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,6.311734809152915,1
2014,1.0,1,1,0,0,0,550.0,5.0,1,84.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,6.311734809152915,1
2014,1.0,0,1,0,0,0,1255.0,5.0,1,94.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,7.135687347028144,1
2015,0.997260274,0,1,0,0,0,1255.0,5.0,0,95.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,7.135687347028144,1
2014,1.0,0,1,0,0,0,5610.0,5.0,1,94.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,8.632484235750972,1
2015,0.095890411,1,1,0,0,0,1800.0,6.0,0,50.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,7.496097345175956,1
2016,0.99726776,1,1,0,0,0,1800.0,6.0,0,51.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,7.496097345175956,1
2013,1.0,1,1,0,0,0,500.0,4.0,0,73.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,6.2166061010848646,1
2014,1.0,0,0,1,1,1,1500.0,4.0,1,34.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,7.313886831633462,2
2013,1.0,0,1,0,0,0,1850.0,4.0,0,63.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,7.523481312573497,1
2015,1.0,1,0,1,1,1,950.0,4.0,1,55.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,6.85751406254539,2
2012,1.0,1,0,1,1,1,340.0,4.0,0,52.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,5.831882477283517,2
2015,1.0,1,0,1,1,1,340.0,4.0,0,55.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,5.831882477283517,2
